Combination,SVM Accuracy,SVM AUC,KNN Accuracy,KNN AUC,Random Forest Accuracy,Random Forest AUC,Logistic Regression Accuracy,Logistic Regression AUC,XGB Accuracy,XGB AUC
Schizo_AEI_HighBeta_FC,0.523809523809524,0.481818181818182,0.380952380952381,0.404545454545455,0.476190476190476,0.504545454545455,0.666666666666667,0.736363636363636,0.666666666666667,0.740909090909091
Schizo_AEI_HighBeta_FCPCA,0.761904761904762,0.845454545454546,0.714285714285714,0.845454545454546,0.714285714285714,0.786363636363636,0.761904761904762,0.872727272727273,0.761904761904762,0.818181818181818
Schizo_AEI_Gamma_FC,0.380952380952381,0.618181818181818,0.619047619047619,0.640909090909091,0.571428571428571,0.481818181818182,0.476190476190476,0.518181818181818,0.523809523809524,0.540909090909091
Schizo_AEI_Gamma_FCPCA,0.714285714285714,0.836363636363636,0.666666666666667,0.790909090909091,0.714285714285714,0.836363636363636,0.714285714285714,0.827272727272727,0.80952380952381,0.818181818181818
Schizo_AEI_All_FC,0.380952380952381,0.390909090909091,0.333333333333333,0.268181818181818,0.476190476190476,0.509090909090909,0.333333333333333,0.363636363636364,0.428571428571429,0.368181818181818
Schizo_AEI_All_FCPCA,0.80952380952381,0.845454545454546,0.666666666666667,0.831818181818182,0.571428571428571,0.581818181818182,0.666666666666667,0.845454545454546,0.428571428571429,0.404545454545455
Traumastress_AEI_Delta_FC,0.636363636363636,0.35,0.409090909090909,0.379166666666667,0.590909090909091,0.654166666666667,0.590909090909091,0.65,0.727272727272727,0.75
Traumastress_AEI_Delta_FCPCA,0.545454545454545,0.85,0.681818181818182,0.804166666666667,0.772727272727273,0.883333333333333,0.772727272727273,0.908333333333333,0.636363636363636,0.741666666666667
Traumastress_AEI_Theta_FC,0.409090909090909,0.4,0.5,0.516666666666667,0.454545454545455,0.3875,0.5,0.416666666666667,0.772727272727273,0.808333333333333
Traumastress_AEI_Theta_FCPCA,0.818181818181818,0.941666666666667,0.636363636363636,0.791666666666667,0.909090909090909,0.895833333333333,0.818181818181818,0.925,0.727272727272727,0.804166666666667
Traumastress_AEI_Alpha_FC,0.636363636363636,0.633333333333333,0.454545454545455,0.45,0.409090909090909,0.3625,0.636363636363636,0.7,0.5,0.425
Traumastress_AEI_Alpha_FCPCA,0.727272727272727,0.841666666666667,0.727272727272727,0.775,0.772727272727273,0.8875,0.818181818181818,0.866666666666667,0.772727272727273,0.833333333333333
Traumastress_AEI_Beta_FC,0.545454545454545,0.566666666666667,0.318181818181818,0.308333333333333,0.409090909090909,0.320833333333333,0.409090909090909,0.391666666666667,0.681818181818182,0.595833333333333
Traumastress_AEI_Beta_FCPCA,0.818181818181818,0.875,0.681818181818182,0.604166666666667,0.863636363636364,0.908333333333333,0.772727272727273,0.9,0.727272727272727,0.8125
Traumastress_AEI_HighBeta_FC,0.227272727272727,0.216666666666667,0.545454545454545,0.5125,0.363636363636364,0.445833333333333,0.272727272727273,0.166666666666667,0.636363636363636,0.675
Traumastress_AEI_HighBeta_FCPCA,0.954545454545455,0.941666666666667,0.590909090909091,0.7375,0.818181818181818,0.975,0.863636363636364,0.966666666666667,0.636363636363636,0.6875
Traumastress_AEI_Gamma_FC,0.409090909090909,0.275,0.5,0.5125,0.545454545454545,0.545833333333333,0.363636363636364,0.316666666666667,0.681818181818182,0.675
